new_id,id,product_name,predicted_segment,predicted_family,predicted_class,predicted_brick
996,13436,"HONEY MUSTARD DIPPING SAUCE, HONEY MUSTARD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
997,13438,KOSHER DILL,Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
998,13440,"LT MULTI GRAIN MUFFINS, LT MULTI GRAIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
999,13441,"LEMON & PEPPER SEASONING, LEMON & PEPPER",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1000,13442,"PEACH FLAVORED LEMONADE FROM CONCENTRATE, PEACH LEMONADE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1001,13446,"ORGANIC GREEN DEVOTION CELERY, CUCUMBER, SPINACH, ROMAINE LETTUCE, KALE, LEMON, PARSLEY VEGETABLE & FRUIT JUICE BLEND, GREEN DEVOTION",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1002,13447,"WATERMELON 100% FRUIT JUICE BLEND, WATERMELON",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1003,13450,"CRANBERRY MANGO JUICE COCKTAIL FROM CONCENTRATE, CRANBERRY MANGO",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1004,13459,"BANANA ICE CREAM WITH WHIPPED CREAM FLAVORED RIBBON & PIE CRUST PIECES, BANANA CREAM PIE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
1005,13461,"EXHILAR8, PURIFIED ALKALINE WATER WITH ELECTROLYTES",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
1006,13462,"DARK COCOA FLAVORED ALMONDS, DARK COCOA",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
1007,13463,"LIGHTLY SALTED WHOLE CASHEWS, LIGHTLY SALTED",Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
1008,13464,"COUNTRY WHITE BREAD, COUNTRY WHITE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1009,13470,"SAVORY POT ROAST SLOW COOKERS RECIPE & SEASONING MIX, SAVORY POT ROAST",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1010,13471,"LEMONADE SWEETENED FRUIT JUICE, LEMONADE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1011,13473,"PINK LEMONADE CAKE, PINK LEMONADE",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1012,13474,"ORGANIC LOW-MOISTURE PART-SKIM MOZZARELLA STRING CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1013,13475,"FAR OUT FRUITIES SWEETENED MULTIGRAIN CEREAL, FAR OUT FRUITIES",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1014,13476,"MILD CHEDDAR CHEESE STICKS, MILD CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1015,13479,"DOUBLE CHOCOLATE CHIP FLAVORED PROTEIN COOKIES, DOUBLE CHOCOLATE CHIP",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1016,13480,"PEANUT BUTTER FLAVORED PROTEIN COOKIES, PEANUT BUTTER",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1017,13484,"MEDIUM CORN & BLACK BEAN SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1018,13485,"MILD CORN & BLACK BEAN SALSA, MILD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1019,13486,"VEGGIE PASTA, PENNE RIGATE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1020,13487,CREAM CHEESE,Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1021,13489,"ORGANIC CHOCOLATE STRAWBERRY SLICES, STRAWBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1022,13493,"PARMESAN GRATED CHEESE, PARMESAN",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1023,13497,"THE ORIGINAL BAKERY BREAD, ORIGINAL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1024,13499,"COCONUT ALMOND FLAVORED PROTEIN SNACK BAR, COCONUT ALMOND",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1025,13508,"SUPERFOOD CHAGA & SUPER GREENS BAR, SUPERFOOD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1026,13513,"BLUEBERRY OAT FLAVORED PROTEIN SNACK BAR, BLUEBERRY OAT",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1027,13515,CAFFEINE FREE ROOT BEER,Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
1028,13520,"LOUISIANA STYLE HOT SAUCE, LOUISIANA STYLE",Food/Beverage,Seasonings/Preservatives/Extracts,Seasonings/Preservatives/Extracts,Seasonings/Marinades - Prepared/Processed
1029,13521,CHOPPED WALNUTS,Food/Beverage,Nuts/Seeds - Unprepared/Unprocessed (Perishable),Tree Nuts,Tree Nuts - Unprepared/Unprocessed (Perishable)
1030,13522,"SWEET HEAT BREAD & BUTTER SPEARS, SWEET HEAT",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1031,13526,"PREMIUM GOURMET WHITE POPCORN, GOURMET WHITE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1032,13527,"CHOCOLATE CHIP FLAVORED PROTEIN COOKIES, CHOCOLATE CHIP",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1033,13528,"CHOCOLATE BROWNIES, CHOCOLATE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1034,13529,"VANILLA CHIP CHEWY GRANOLA BARS, VANILLA CHIP",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1035,13531,"FIG BARS, FIG",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1036,13532,"100% WHOLE WHEAT & HONEY OREGON TRAIL BREAD, 100% WHOLE WHEAT & HONEY",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1037,13533,"SEASONED CROUTONS, SEASONED",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1038,13534,"CHEESE & GARLIC CROUTONS, CHEESE & GARLIC",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1039,13536,"MILD CHEDDAR CHEESE, MILD CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1040,13538,"SWEET BEETS FRUIT & VEGETABLE JUICE SMOOTHIE, SWEET BEETS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1041,13539,"GINGER LOVE COLD-PRESSED FRUIT JUICE DRINK, GINGER LOVE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1042,13543,"WHITE CORN TORTILLA CHIPS, WHITE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1043,13544,"HOT & SPICY FLAVORED PORK RINDS, HOT & SPICY",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Meat/Poultry/Other Animals Sausages - Prepared/Processed
1044,13545,"CLASSIC PORK RINDS, CLASSIC",Food/Beverage,Meat/Poultry/Other Animals,Pork,Pork - Unprepared/Unprocessed (Frozen)
1045,13546,FRESH POTATO CHIPS,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1046,13547,PORK CRACKLINS,Food/Beverage,Meat/Poultry/Other Animals,Pork,Pork - Unprepared/Unprocessed (Frozen)
1047,13548,"GOLDEN TORTILLA CHIPS, GOLDEN",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1048,13549,KETTLE BAKED POPS,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1049,13550,"CLASSIC POTATO CHIPS, CLASSIC",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1050,13551,"CLASSIC PORK RINDS, CLASSIC",Food/Beverage,Meat/Poultry/Other Animals,Pork,Pork - Unprepared/Unprocessed (Frozen)
1051,13552,"CLASSIC POTATO CHIPS, CLASSIC",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1052,13553,"CHEESE FLAVORED FRIED CRUNCHY CURLS, CHEESE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1053,13554,BAKED KETTLE POPS,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1054,13555,"WHITECORN TORTILLA CHIPS, WHITECORN",Food/Beverage,Cereal/Grain/Pulse Products,Pulses/Legumes,Pulses/Legumes - Unprepared/Unprocessed (Shelf Stable)
1055,13556,"NACHO CHEESE FLAVORED TORTILLA CHIPS, NACHO CHEESE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1056,13557,BITE SIZE TORTILLA CHIPS,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1057,13558,"HOT & SPICY PORK CRACKLINS, HOT & SPICY PORK",Food/Beverage,Meat/Poultry/Other Animals,Pork,Pork - Unprepared/Unprocessed (Frozen)
1058,13559,"CLASSIC SMOKY SWEET BAR-B-Q FLAVORED POTATO CHIPS, CLASSIC SMOKY SWEET BAR-B-Q",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1059,13560,"CLASSIC SUPER THIN PRETZELS, CLASSIC",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1060,13561,"BUTTERED SPINZELS, BUTTERED",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1061,13562,MINI PRETZELS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1062,13563,"CHEESE FLAVORED FRIED CRUNCHY CURLS, CHEESE",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1063,13573,"MILD CHEDDAR SHREDDED CHEESE, MILD CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1064,13576,"SWEET RELISH, SWEET",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1065,13578,10 GRAINS & SEEDS ENGLISH MUFFINS,Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1066,13580,"ORGANIC SUPER FRUIT GREENS ORANGE, MANGO, PINEAPPLE, CUCUMBER, SPINACH, ROMAINE, KALE FRUIT & VEGETABLE SMOOTHIE, SUPER FRUIT GREENS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1067,13581,"ORGANIC PLANT-BASED PROTEIN STRAWBERRY, COCONUTMILK, ORANGE, APPLE, DATES FRUIT JUICE SMOOTHIE, STRAWBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1068,13582,"ORANGE 100% FRUIT JUICE, ORANGE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1069,13583,"ORGANIC GREENS COCONUTMILK, ORANGE, APPLE, BANANA, SPINACH, KALE FRUIT & VEGETABLE JUICE SMOOTHIE, GREENS",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1070,13584,"BAVARIAN PRETZEL HAMBURGER BUNS, BAVARIAN PRETZEL",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1071,13585,"COLD-PRESSED ORGANIC LEMON JUICE, ORGANIC LEMON",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1072,13587,"FREEZE-DRIED FRESH & IMMERSED IN DARK CHOCOLATE, COCONUT MELTS",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1073,13590,"ORIGINAL KETTLE COOKED POTATO CHIPS, ORIGINAL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1074,13592,"WHITE CHEDDAR FLAVORED POPCORN, WHITE CHEDDAR",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1075,13593,"SOUR CREAM & ONION RIDGED POTATO CHIPS, SOUR CREAM & ONION",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1076,13594,"JALAPENO FLAVORED KETTLE COOKED POTATO CHIPS, JALAPENO",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1077,13595,"THREE POTATO SALAD, THREE POTATO",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
1078,13596,"DEVILED EGG POTATO SALAD, DEVILED EGG POTATO",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
1079,13597,LOADED POTATO SALAD,Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Perishable)
1080,13601,"BLUEBERRY COTTAGE CHEESE, BLUEBERRY",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1081,13606,"MOZZARELLA ALL NATURAL CHEESE, MOZZARELLA",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1082,13612,"PEPPERED JERKY, PEPPERED",Food/Beverage,Meat/Poultry/Other Animals,Meat/Poultry/Other Animals - Prepared/Processed,Sausages - Prepared/Processed
1083,13615,"CINNAMON NUT SWIRL PROTEIN BAR, CINNAMON NUT SWIRL",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1084,13617,"CLEMENTINA SPARKLING CLEMENTINE BEVERAGE WITH 9% MANDARIN JUICE, 5% ORANGE JUICE AND 2% CLEMENTINE JUICE FROM CONCENTRATE, CLEMENTINE",Beverage,,,
1085,13618,"MELOGRANO E ARANCIA SPARKLING POMEGRANATE & ORANGE BEVERAGE WITH 11% ORANGE JUICE AND 5% POMEGRANATE JUICE FROM CONCENTRATE, MELOGRANO E ARANCIA",Beverage,,,
1086,13619,"FICODINDIA E ARANCIA SPARKLING PRICKLY PEAR & ORANGE BEVERAGE WITH 10% ORANGE JUICE AND 6% PRICKLY PEAR JUICE FROM CONCENTRATE, FICODINDIA E ARANCIA",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
1087,13621,"PARMESAN CRISPS 100% BAKED CHEESE, PARMESAN CRISPS",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1088,13622,"CHEDDAR CRISPS, CHEDDAR",Food/Beverage,Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,Cheese,
1089,13625,"CHOCOLATE CAKE WITH PEANUT BUTTER CREAMY FILLING, CHOCOLATE PEANUT BUTTER",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1090,13626,"SPARKLING WATER, BLACK CHERRY, PEACH NECTARINE, PINK GRAPEFRUIT, COCONUT PINEAPPLE",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Water - Ready to Drink
1091,13627,"ORGANIC DEFENCE UP ORANGE, PINEAPPLE, MANGO, APPLE, ACEROLA FRUIT JUICE SMOOTHIE, DEFENCE UP",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1092,13628,"MINT CHOCOLATE CHIP ICE CREAM, MINT CHOCOLATE CHIP",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
1093,13630,"SOUR CREAM & ONION POTATO SKINS SNACKS, SOUR CREAM & ONION",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1094,13631,"VANILLA CUPCAKES, VANILLA",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Cakes/Pastries (Perishable)
1095,13632,"DARK CHOCOLATE WITH PINK SALT & CACAO NIBS, DARK & SALTY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1096,13635,"COOKIES N CREME FRESH FUDGE, COOKIES N CREME",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Chocolate
1097,13636,"MUSHROOM RAVIOLI WITH NATURAL TRUFFLE, TRUFFLE",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
1098,13640,"STRAWBERRY BARS, STRAWBERRY",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1099,13641,"MULTI-GRAIN & SEEDS THIN-SLICED BREAD, MULTI-GRAIN & SEEDS",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1100,13642,"ENRICHED MACARONI PRODUCT, POT SIZED LINGUINE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1101,13643,"BRONZE CUT PASTA MACARONI PRODUCT, FUSILLI",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1102,13645,"BERRY CRUNCH GRANOLA BARK WITH FRUIT AND NUTS, BERRY CRUNCH",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Cereal/Granola Bars
1103,13647,"ORECCHIETTE BARESINA CUT PASTA, MACARONI PRODUCT, ORECCHIETTE",Food/Beverage,Cereal/Grain/Pulse Products,Pasta/Noodles,Pasta/Noodles - Unprepared/Unprocessed (Shelf Stable)
1104,13648,"MEDIUM THICK & CHUNKY SALSA, MEDIUM",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1105,13649,"RANCH FOCACCIA CRUMBLES, RANCH",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1106,13653,"BUFFALO FLAVOR POTATO STICKS, BUFFALO",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1107,13654,"CHOCOLATE CHIP OATMEAL SQUARES, CHOCOLATE CHIP",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Biscuits/Cookies (Shelf Stable)
1108,13668,"REAL ITALIAN ICE, BLUE RASPBERRY, WATERMELON",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1109,13670,"100% WHOLE GRAIN BREAD, 100% WHOLE GRAIN",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1110,13671,"PURE BUTTER SALTED CARAMEL & CHOCOLATE CHUNK SHORTBREAD, PURE BUTTER SALTED CARAMEL & CHOCOLATE CHUNK",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1111,13672,"BERRY BERRY, QUITE CONTRARY COLD-PRESSED ORGANIC SUPER SMOOTHIE, BERRY BERRY, QUITE CONTRARY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Fruit/Vegetable Juice - Ready to Drink
1112,13674,"ACAI BLUEBERRY YERBA MATE ENHANCED SPARKLING WATER, ACAI BLUEBERRY",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
1113,13675,"OLD FASHIONED SOURDOUGH BREAD, SOURDOUGH",Food/Beverage,Bread/Bakery Products,Bread/Bakery Products,Bread (Perishable)
1114,13677,"PEANUT BUTTER CHOCOLATE CHIP CHEWY DATE BARS WITH PEANUTS, CHOCOLATE CHIPS AND A TOUCH OF SEA SALT DATE BAR, PEANUT BUTTER CHOCOLATE CHIP",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Shelf Stable)
1115,13678,"HONEY CRUNCH & OATS FROSTED CORN AND WHEAT FLAKES CEREAL WITH GRANOLA CLUSTERS, HONEY CRUNCH & OATS",Food/Beverage,Cereal/Grain/Pulse Products,Breakfast Cereals,Breakfast Cereals - Ready to Eat
1116,13679,"SAUSAGE & PEPPERS RAVIOLI, SAUSAGE & PEPPERS",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Ready to Eat,Prepared/Preserved Foods - Ready to Eat (Frozen)
1117,13680,"APPLE BARS, APPLE",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1118,13681,"MILD CHUNKY SALSA, MILD",Food/Beverage,Prepared/Preserved Foods,Prepared/Preserved Foods - Liquid/Sauce/Soup,Sauce - Ready to Eat (Shelf Stable)
1119,13684,"WHITE CORN THIN & CRISPY TORTILLA CHIPS, WHITE CORN",Food/Beverage,Cereal/Grain/Pulse Products,None of the provided categories are appropriate for the product.,
1120,13687,"BOURBON BARREL COLA, BOURBON BARREL",Food/Beverage,Beverages,Non Alcoholic Beverages - Ready to Drink,Soft Drinks - Ready to Drink
1121,13689,"FROSTED SUGAR COOKIES, FROSTED SUGAR",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
1122,13691,"PREMIUM WAFERS WITH VANILLA CREAM, VANILLA",Food/Beverage,Confectionery/Sugar Sweetening Products,Confectionery/Sugar Sweetening Products,Confectionery - Non Chocolate
