id,segment,family,class,brick,product_name
2994,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,cookies n cream flavored vanilla reduced fat ice cream with cookie pieces cookies n cream
2995,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,new york vanilla flavored old fashioned ice cream new york vanilla
2996,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,original moose tracks vanilla flavored ice cream with peanut butter cups swirled with moose tracks fudge original moose tracks
2997,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,spaghetti product spaghetti
2998,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product linguine
2999,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product ditalini
3000,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product campanelle
3001,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,four color radiatore pasta colored with vegetables
3002,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product orecchiette
3003,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product trottole
3004,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product fettuccine
3005,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product stelline
3006,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product orzo
3007,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,macaroni product penne rigate
3008,food beverage,cereal grain pulse products,breakfast cereals,cereal granola bars,peanut butter chocolate chip chewy granola bars peanut butter chocolate chip
3009,food beverage,cereal grain pulse products,pasta noodles,pasta noodles unprepared unprocessed shelf stable,gluten free oven ready corn rice blend pasta lasagna
3010,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,cranberry apple juice drink from concentrate cranberry apple
3011,food beverage,bread bakery products,bread bakery products,bread perishable,grain whole grain bread grain
3012,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,grape cranberry juice drink from concentrate grape cranberry
3013,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,vanilla bean ice cream vanilla bean
3014,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,butter almond chocolate ice cream butter almond chocolate
3015,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,raspberry cream swirl premium ice cream sherbet raspberry cream swirl
3016,food beverage,bread bakery products,bread bakery products,bread perishable,old fashioned enriched bread old fashioned
3017,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,milk liquid perishable,chocolate organic lowfat milk chocolate
3018,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,vanilla bean chocolate ice cream vanilla bean chocolate
3019,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,cranberry juice cocktail from concentrate cranberry
3020,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,pomegranate lemonade pomegranate
3021,food beverage,milk butter cream yogurts cheese eggs substitutes,milk butter cream yogurts cheese eggs substitutes,ice cream frozen desserts frozen,cherry fudge chunk cherry ice cream with chocolaty chunks and sweet bordeaux cherries cherry fudge chunk
3022,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,cranberry light juice drink with other juices from concentrate cranberry
3023,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,passion fruit cocktail passion fruit
3024,food beverage,bread bakery products,bread bakery products,cakes pastries perishable,vanilla chocolate cupcakes vanilla chocolate
3025,food beverage,bread bakery products,bread bakery products,cakes pastries perishable,vanilla chocolate cupcakes vanilla chocolate
3026,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,pineapple juice pineapple
3027,food beverage,cereal grain pulse products,breakfast cereals,breakfast cereals ready to eat,honey oats flakes cereal honey oats flakes
3028,food beverage,cereal grain pulse products,breakfast cereals,breakfast cereals ready to eat,rice squares oven toasted rice cereal rice squares
3029,food beverage,beverages,non alcoholic beverages ready to drink,fruit vegetable juice ready to drink,cranberry juice blended with other juices from concentrate cranberry
3030,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,chicken bouillon cubes chicken
3031,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,beef bouillon cubes beef
3032,food beverage,seasonings preservatives extracts,seasonings preservatives extracts,seasonings marinades prepared processed,chicken instant bouillon chicken
3033,food beverage,bread bakery products,bread bakery products,biscuits cookies shelf stable,assorted cookies assorted
3034,food beverage,bread bakery products,bread bakery products,bread perishable,seasoned large cut croutons seasoned
3035,food beverage,bread bakery products,bread bakery products,biscuits cookies shelf stable,oatmeal cookies oatmeal
3036,food beverage,bread bakery products,bread bakery products,biscuits cookies shelf stable,soft baked chocolate chip flavored cookies chocolate chip
3037,food beverage,fruits vegetables nuts seeds prepared processed,vegetables prepared processed,vegetables prepared processed shelf stable,plantains sweet real vegetable chips sweet plantains
3038,food beverage,bread bakery products,bread bakery products,bread perishable,everything whole grain pre sliced bagels everything
3039,food beverage,bread bakery products,bread bakery products,cakes pastries perishable,mini bundt cakes blueberry
3040,food beverage,bread bakery products,bread bakery products,cakes pastries perishable,vanilla cake with real vanilla bean frosting vanilla
3041,food beverage,beverages,non alcoholic beverages ready to drink,soft drinks ready to drink,ginger ale caffeine free zero calorie soda ginger ale
3042,food beverage,beverages,non alcoholic beverages ready to drink,soft drinks ready to drink,lemon lime twist caffeine free zero calorie soda lemon lime twist
3043,food beverage,beverages,non alcoholic beverages ready to drink,soft drinks ready to drink,cola zero calorie soda cola
3044,food beverage,beverages,non alcoholic beverages ready to drink,soft drinks ready to drink,cream soda caffeine free zero calorie soda cream soda
3045,food beverage,beverages,non alcoholic beverages ready to drink,soft drinks ready to drink,grape caffeine free zero calorie soda grape
3046,food beverage,beverages,non alcoholic beverages ready to drink,soft drinks ready to drink,cola caffeine free zero calorie soda cola
3047,food beverage,bread bakery products,bread bakery products,biscuits cookies shelf stable,double chocolate plant based protein cookies double chocolate
3048,food beverage,fruits vegetables nuts seeds prepared processed,vegetables prepared processed,vegetables prepared processed shelf stable,sliced california ripe olives
3049,food beverage,bread bakery products,bread bakery products,cakes pastries perishable,sugared donuts
3050,food beverage,beverages,non alcoholic beverages ready to drink,soft drinks ready to drink,cherry cola zero calorie soda cherry cola
